archivo,sección,tema,pregunta,subpregunta,juicio,evidencia procedente de la investigación,consideraciones adicionales
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",a) ¿Es prioritario este problema?,,Sí," El recuento de carbohidratos ha sido considerado durante mucho tiempo como la piedra angular de la terapia intensiva con insulina, ajustando las dosis de insulina en bolo al contenido total de carbohidratos de la comida, ya que los carbohidratos son el macronutriente principal que aumenta la glucemia postprandial. Este método incluye desde conocer los alimentos que contienen carbohidratos y su efecto en la glucosa en sangre, hasta contar los gramos de carbohidratos ingeridos. Se utiliza una relación insulina a carbohidratos para calcular la dosis de insulina necesaria. Sin embargo, se ha cuestionado la base teórica y su uso práctico (420).",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",b) ¿Cuál es la magnitud de los efectos deseables esperados?,b.1. Recuento de hidratos de carbono frente a consejos nutricionales,Moderado.,"Entre los siete ECA (200,336,351,421,422) se reclutó un total de 696 adultos (edad promedio: 36,4- 48,6 años) con diagnóstico de DM1 (51,38% mujeres). El grupo de intervención recibió un curso de recuento de hidratos de carbono (n= 370) y se comparó con el asesoramiento nutricional convencional, donde además se utilizaron dosis fijas de insulina rápida o regular antes de las comidas (n= 312). A continuación, se resumen los resultados por desenlace deseable: Control de la enfermedad (HbA1c, %) En relación al control de la enfermedad, medido a través de la HbA1c, el recuento de hidratos de carbono reduce los niveles de HbA1c en adultos entre los 3 y los 30 meses de seguimiento (MD= -0,37; IC95%: -0,63, -0,12; k = 7; n = 682). Nivel de conocimiento sobre la alimentación en diabetes No se localizó evidencia sobre esta variable crítica. GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 197",El GAG considera importante que tan solo con la implementación de un método de recuento de hidratos disminuya la HbA1c.
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",b) ¿Cuál es la magnitud de los efectos deseables esperados?,b.2. Recuento de hidratos de carbono frente a la terapia estándar en niños,Moderado.,"Entre los cuatro ECA (423–426) localizados e incluidos en el metanálisis se reclutó un total de 254 niños y adolescentes (edad promedio: 9,63-16,69 años) con DM1 (54,33% mujeres). En el grupo de intervención se aplicaba un método de recuento de carbohidratos avanzado (donde no sólo se ajusta la cantidad y el tiempo de consumo de carbohidratos [como el recuento básico de carbohidratos], sino que también se ajusta la dosis de insulina a los carbohidratos que se ingieren en función de la relación insulina-carbohidratos (424), o con la ayuda de una aplicación (426)) y se comparó con el régimen de terapia estándar. A continuación, se resumen los resultados por desenlace deseable: Control de la enfermedad (HbA1c, %) En relación al control de la enfermedad, medido a través de la HbA1c, el recuento de hidratos de carbono reduce los niveles de HbA1c en niños entre los 3 y los 12 meses de seguimiento (MD = -0,26; IC95%: -0,43, 0,09; k = 7; n = 254). Nivel de conocimiento sobre la alimentación en diabetes No se localizó evidencia sobre esta variable crítica. Hipoglucemias (no graves) El recuento de hidratos de carbono reduce la tasa media de hipoglucemias no graves por semana en niños frente a la terapia estándar durante los 12 meses de seguimiento (MD = -1,10 hipoglucemias/semana; IC95%: -2,82, -0,62; k = 1; n = 87). Para más información se pueden consultar los perfiles de evidencia GRADE disponibles en el material metodológico.","El GAG considera importante que el recuento de hidratos no solo disminuya la HbA1c, sino que también reduzca la tasa de hipoglucemias semanales."
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",b) ¿Cuál es la magnitud de los efectos deseables esperados?,b.3. Recuento de hidratos de carbono con calculadora automática de bolo,Moderado.,"Entre los dos ECA localizados se incluyó a 58 personas con DM1 (30 adultos [42 años] y 28 niños y adolescentes [13,75 años], 50% mujeres) en el que en un grupo se aplicaba un método de recuento de carbohidratos y se calculaba la dosis de insulina con la ayuda de GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  198 una calculadora automática de bolo (n = 36) y se comparó con un grupo de control (200,425). Las calculadoras empleadas fueron la calculadora de bolo de la bomba Cozmo (425) y de Accu-Chek Aviva (200). A continuación, se resumen los resultados por desenlace deseable: Control de la enfermedad (HbA1c, %) En relación al control de la enfermedad, medido a través de la HbA1c, el recuento de hidratos de carbono y la utilización de una calculadora automática de bolo reduce los niveles de HbA1c entre las 12 y las 52 semanas de seguimiento (MD = -0,61; IC95%: -1,14, -0,09; k =2; n = 58). Nivel de conocimiento sobre la alimentación en diabetes No se localizó evidencia sobre esta variable crítica.",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",b) ¿Cuál es la magnitud de los efectos deseables esperados?,b.4. Recuento de hidratos de carbono con calculadora automática de bolo,Pequeño.,"Entre los tres ECA localizados (200,425,427) se incluyó a 237 personas con DM1 (26 niños [14,14 años] (11) y 211 adultos [41-47,1 años], 50% mujeres). En un grupo se aplicaba un método de recuento de carbohidratos y se calculaba la dosis de insulina a administrar antes de su ingesta con la ayuda de una calculadora automática de bolo (n = 120) y se comparó con método de recuento de carbohidratos sin calculadoras (n = 117). Las calculadoras empleadas fueron la calculadora de bolo de la bomba Cozmo (425) y de Accu-Chek Aviva (200,427). Control de la enfermedad (HbA1c, %) En relación al control de la enfermedad, medido a través de la HbA1c, el recuento de hidratos de carbono con calculadora automática de bolo reduce los niveles de HbA1c entre las 16 y las 52 semanas de seguimiento frente al recuento de hidratos de carbono sin calculadoras (MD = -0,21; IC95%: -0,04, 0,41; k =3; n = 237). Nivel de conocimiento sobre la alimentación en diabetes No se localizó evidencia sobre esta variable crítica.",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",c) ¿Cuál es la magnitud de los efectos indeseables esperados?,c.1. Recuento de hidratos de carbono frente a consejos nutricionales,Insignificante.," GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 199 Hipoglucemias El recuento de hidratos de carbono no modifica las tasas de hipoglucemias graves frente a consejos nutricionales convencionales y dosis fijas de insulina rápida o regular antes de las comidas en adultos durante los 4 a los 30 meses de seguimiento (7 menos por 1.000; RR: 0,94; IC95%: 0,55, 1,60; k = 3; n = 453). No se localizó evidencia sobre las siguientes variables críticas: tiempo en hipoglucemias, cetoacidosis, ingresos.",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",c) ¿Cuál es la magnitud de los efectos indeseables esperados?,c.2. Recuento de hidratos de carbono frente a la terapia estándar en niños,Insignificante.," Hipoglucemias graves El recuento de hidratos de carbono no modifica las tasas de hipoglucemia graves (que suponen coma o hospitalización) frente a la terapia estándar en niños durante los 12 meses de seguimiento (1 más por 1.000; OR = 1,03; IC95%: 0,06, 16,98; k = 1; n = 81). Cetoacidosis El recuento de hidratos de carbono no modifica las tasas de cetoacidosis (que suponen coma o hospitalización) frente a la terapia estándar en niños durante los 12 meses de seguimiento (1 más por 1.000; OR = 1,03; IC95%: 0,06, 16,98; k = 1; n = 81). No se localizó evidencia sobre las variables críticas tiempo en hipoglucemias e ingresos.",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",c) ¿Cuál es la magnitud de los efectos indeseables esperados?,c.3. Recuento de hidratos de carbono con calculadora automática de bolo,Desconocido.,"No se localizó evidencia sobre las siguientes variables críticas: hipoglucemias, tiempo en hipoglucemias, cetoacidosis, ingresos.",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",c) ¿Cuál es la magnitud de los efectos indeseables esperados?,c.4. Recuento de hidratos de carbono con calculadora automática de bolo,Desconocido.,"No se localizó evidencia sobre las siguientes variables críticas: hipoglucemias, tiempo en hipoglucemias, cetoacidosis, ingresos. GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  200",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,d.1. Recuento de hidratos de carbono frente a consejos nutricionales,Baja.,"El GAG considera la certeza global en la evidencia sobre los efectos como baja. La valoración por desenlace se resume a continuación: Estado metabólico (HbA1c, %): Calidad de evidencia baja. Se observaron limitaciones debido a riesgo de sesgos y al IC95%, que cruza el umbral de relevancia clínica establecido (5 mmol/mol, 0,4%). Hipoglucemias graves: Calidad de evidencia baja. Se observó heterogeneidad en la estimación, limitaciones debido a riesgo de sesgos y al IC95%, que cruza el umbral de relevancia clínica establecido (25% de diferencia absoluta).",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,d.2. Recuento de hidratos de carbono frente a la terapia estándar en niños,Baja.,"El GAG considera la certeza global en la evidencia sobre los efectos como baja. La valoración por desenlace se resume a continuación: Estado metabólico (HbA1c, %): Calidad de evidencia baja. Se observaron limitaciones debido a riesgo de sesgos y al IC95%, que cruza el umbral de relevancia clínica establecido (5 mmol/mol, 0,4%). Hipoglucemias graves/no graves: Calidad de evidencia moderada. El IC95%, que cruza el umbral de relevancia clínica establecido (25% de diferencia absoluta). Cetoacidosis: Calidad de evidencia moderada. El IC95%, que cruza el umbral de relevancia clínica establecido (25% de diferencia absoluta).",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,d.3. Recuento de hidratos de carbono con calculadora automática de bolo,Baja.,"El GAG considera la certeza global en la evidencia sobre los efectos como baja. La valoración por desenlace se resume a continuación: Estado metabólico (HbA1c, %): Calidad de evidencia baja. Se observaron limitaciones debido a riesgo de sesgos y al IC95%, que cruza el umbral de relevancia clínica establecido (5 mmol/mol, 0,4%). GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 201",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,d.4. Recuento de hidratos de carbono con calculadora automática de bolo,Baja.,"El GAG considera la certeza global en la evidencia sobre los efectos como baja. La valoración por desenlace se resume a continuación: Estado metabólico (HbA1c, %): Calidad de evidencia baja. Se observaron limitaciones debido a riesgo de sesgos y al IC95%, que cruza el umbral de relevancia clínica establecido (5 mmol/mol, 0,4%).",
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",e) ¿Existe incertidumbre o variabilidad importante sobre cómo,,La incertidumbre o la variabilidad probablemente no son importantes.,No se han podido identificar estudios que informen del valor que las personas con DM1 otorgan a los diferentes desenlaces.,El GAG considera poco probable que exista variabilidad en cuanto a cómo las personas con DM1 valoran los desenlaces principales. Cuestiones como mantener los niveles de HbA1c dentro del rango objetivo de forma autónoma y asegurarse de que la enfermedad no afecte sus actividades diarias pueden ser de suma importancia para las personas.
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",g) ¿Cuál es la magnitud de los recursos requeridos (costes)?,,Costes moderados.,No se realizó una revisión de la evidencia disponible.,"El GAG tuvo en cuenta que, aunque el recuento de hidratos de carbono en sí mismo no supone un coste adicional para el SNS, debe ir acompañado de sesiones educativas. El GAG tuvo en cuenta los siguientes aspectos en relación con la magnitud de los costes de las sesiones educativas: 1. Se requiere personal altamente capacitado, no solo en diabetes, sino también en la implementación de programas educativos para DM1. 2. La complejidad de estos programas está en constante aumento debido al avance de nuevas tecnologías, como sensores y bombas. 3. Los programas estructurados suelen realizarse en sesiones grupales, lo que exige una mayor organización y disponibilidad de recursos materiales y espaciales, como salas o aulas. Aunque estas sesiones requieren una planificación considerable, pueden ser más eficientes al abarcar a un mayor número de personas con menos personal. Sin embargo, es importante reconocer las disparidades en el nivel de comprensión entre los participantes, lo que puede llevar a la necesidad de sesiones individuales para ciertas personas."
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",h) ¿Cuál es la certeza en torno a la evidencia sobre los recursos,,No hay estudios incluidos.,No se realizó una revisión de la evidencia disponible. GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 203,
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?","i) El coste-efectividad de la intervención, ¿favorece a la",,No hay estudios incluidos.,No se realizó una revisión de la evidencia disponible.,
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",j) ¿Cuál sería el impacto en la equidad en salud?,,Aumentado.,No se realizó una revisión de la evidencia disponible.,"El GAG considera que las sesiones educativas deben ser implementadas por personal altamente capacitado, no solo en diabetes, sino también en la implementación de programas educativos para DM1. La no implementación total de la enfermería de práctica avanzada en España genera inequidades en función de la disponibilidad del centro de este tipo de perfil clínico."
diabetes.txt,7.2,"En personas con DM1, ¿Cómo se debe realizar el recuento de hidratos de carbono?",k) ¿Es aceptable la opción para los agentes implicados?,,Varía.,No se realizó una revisión de la evidencia disponible.,"El GAG tiene en cuenta que a algunas personas con DM1 les es muy complicado el recuento de carbohidratos. Además, existen también diferencias entre las personas que emplean sistemas de asa cerrada o híbridos y los que no. El sistema de asa cerrada facilita la gestión automática de las dosis de insulina, amortiguando el efecto de un recuento inexacto de hidratos de carbono. En línea con las recomendaciones de la ADA y la EASD (63), se considera también que el entrenamiento en recuento de carbohidratos debe individualizarse según las preferencias personales, el estado socioeconómico y los antecedentes culturales."
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",l) ¿Es factible la implementación de la opción?,,Probablemente sí.,No se realizó una revisión de la evidencia disponible.,"El GAG no identificó ningún factor relevante relacionado con la viabilidad de las recomendaciones formuladas. GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  204 8. Manejo de la DM1 en situaciones especiales Las personas con DM1 pueden ser hospitalizadas debido a diferentes afecciones, ya sean o no asociadas con la diabetes. El tratamiento insulínico durante la hospitalización puede variar según la situación clínica del paciente, pudiendo ser necesarios regímenes especiales en preparación y respuesta a procedimientos que afectan el manejo habitual de la diabetes. Los tres escenarios más frecuentes son: el paciente quirúrgico, el paciente crítico y el paciente estable. El manejo específico debe ser individualizado y adaptado a las necesidades de cada persona, teniendo en cuenta las comorbilidades asociadas. En esta pregunta clínica se analiza la evidencia científica y se aportan recomendaciones sobre las pautas de tratamiento a seguir durante la hospitalización de la persona con DM1. Recomendaciones 1. En personas con DM1, se sugiere añadir una alerta en la historia clínica con el diagnóstico de la DM1 y la necesidad de tratamiento con insulina, para evitar su omisión inadvertida durante un potencial ingreso hospitalario. [BPC] 2. En personas con DM1 hospitalizadas por cirugía o enfermedad aguda, se sugiere establecer un protocolo para controlar los niveles de glucosa en sangre. [BPC] 3. En personas con DM1 hospitalizadas, se sugiere alcanzar un nivel objetivo de glucosa plasmática de 90 a 180 mg/dL. [BPC] 4. En personas con DM1 hospitalizadas por cirugía, se sugiere alcanzar un nivel objetivo de glucosa plasmática de 140 a 180 mg/dL en el postoperatorio para evitar la aparición de hipoglucemias. [BPC] GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 205 5. En personas con DM1 hospitalizadas, se debe realizar una adecuada conciliación del tratamiento al ingreso, con entrevista al paciente o a sus familiares para asegurar una adecuada prescripción de la dosis de insulina. [BPC] 6. En personas con DM1 hospitalizadas, se sugiere utilizar regímenes de insulina intravenosa en perfusión continua en lugar de subcutánea si: [BPC] No pueden comer o se prevé que omitan más de una comida Se espera que una situación aguda produzca niveles de glucosa en sangre impredecibles (por ejemplo, cirugía mayor, tratamiento con altas dosis de esteroides, tratamiento con inotrópicos o sepsis). Se espera que la absorción de insulina sea impredecible, por ejemplo, debido al compromiso circulatorio. 7. En personas con DM1 hospitalizadas por cirugía o enfermedad aguda, se sugiere considerar continuar con el régimen de insulina basal previo (incluida la tasa basal si está usando terapia con bomba de insulina) junto con la administración de insulina basada en un protocolo para manejar los niveles de glucosa en sangre. [BPC] 8. En personas con DM1 hospitalizadas por una enfermedad aguda que puedan ingerir alimentos, se sugiere el uso de regímenes de insulina subcutánea, incluyendo la administración de insulina de acción rápida antes de las comidas. [BPC] 9. Se sugiere permitir que los adultos con DM1 que están hospitalizados se autoadministren la insulina subcutánea siempre que tengan la capacidad de hacerlo, deseen asumir esta responsabilidad y se considere seguro en su situación clínica. Del mismo modo, se sugiere permitir esta práctica en el caso de menores hospitalizados con DM1. En aquellos casos en que el menor no pueda asumir la autoadministración, se sugiere que sus familiares o cuidadores principales participen en la administración de la insulina, siempre que cuenten con el conocimiento necesario y se garantice la seguridad del menor. Esta práctica puede contribuir a mantener la continuidad en el manejo de la diabetes, reducir el estrés del menor y su familia, y facilitar la transición de regreso a casa tras el alta hospitalaria. [BPC] 10. En personas con DM1 que utilizan un sistema de monitorización intersticial de glucosa (tanto monitorización continua como monitorización Flash), se sugiere mantener su uso durante la hospitalización, siempre que sea factible y no interfiera con la atención médica. [BPC] 11. En personas con DM1 que utilizan una bomba de infusión subcutánea de insulina, se sugiere mantener su uso durante la hospitalización, siempre que la situación clínica lo permita y la persona o un cuidador capacitado pueda encargarse de su manejo. Es fundamental que el equipo de salud supervise su correcto funcionamiento y ajuste según las necesidades de la persona con DM1. [BPC] 12. En caso de que el equipo que atiende a la persona con DM1 hospitalizada cuente con limitada experiencia en el manejo de la DM1, se sugiere consultar a un equipo GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  206 multidisciplinar con formación y experiencia en diabetes, con el fin de optimizar su atención durante la hospitalización. [BPC] 13. Durante la hospitalización, se sugiere respetar y considerar la experiencia de la persona con DM1 en el manejo de su enfermedad, integrándola en el control rutinario de la glucosa en sangre y la administración de insulina en la sala. [BPC] 14. Durante la hospitalización, se sugiere apoyar a la persona con DM1 para que elija sus propios alimentos basándose en su conocimiento personal de sus necesidades dietéticas, excepto cuando una enfermedad o una intervención médica o quirúrgica alteren significativamente estas necesidades. [BPC] 15.  A todos los adultos con DM1 con amenaza o riesgo de accidente cerebrovascular, se sugiere proporcionar una terapia de insulina óptima, que se puede lograr utilizando insulina y glucosa intravenosas. Los servicios de cuidados intensivos y urgencias deben contar con un protocolo para dicho manejo. [BPC] Consideraciones para la implementación: Los objetivos de control glucémico durante la hospitalización deben individualizarse en función de la estabilidad metabólica de la persona, el riesgo de hipoglucemia, la situación clínica y las características del centro asistencial. En pacientes críticos o con riesgo elevado de hipoglucemia, pueden considerarse objetivos más amplios dentro del rango recomendado para priorizar la seguridad. Justificación El GAG decidió formular una serie de consideraciones prácticas generales porque entiende que no se ha encontrado evidencia científica para responder directamente a la La enfermedad aguda intercurrente puede descompensar a las personas con DM1 dificultando la normoglucemia. Durante estos episodios, las personas experimentan cambios rápidos y significativos en sus niveles de glucosa; en consecuencia, el riesgo de complicaciones aumenta considerablemente. Estas complicaciones pueden incluir hiperglucemia grave, cetoacidosis diabética y, en casos más graves, el coma diabético (433). El acceso a una comunicación rápida y eficaz con los profesionales sanitarios, mediante acceso directo telefónico, podría ayudar en la prevención y el manejo de estas descompensaciones y mejorar los resultados en salud de las personas con diabetes (435). Estudios realizados con niños y adolescentes, han demostrado que una comunicación estrecha y continua con los profesionales de la salud se asocia con una reducción de las hospitalizaciones y las visitas al departamento de urgencias (436). GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 211 Recomendaciones 1. En personas con DM1 durante enfermedad intercurrente aguda ambulatoria, se sugiere el uso de una vía de contacto telefónica o telemática directa con el equipo de referencia durante un horario ampliado, con el fin de prevenir descompensaciones. [BPC] Consideraciones para la implementación: El GAG reconoce que el acceso a líneas de comunicación telefónicas o telemáticas puede estar limitado en determinados contextos, como zonas rurales o con infraestructura tecnológica insuficiente. Por tanto, se recomienda reforzar la accesibilidad de estas herramientas para garantizar que todas las personas con DM1 puedan beneficiarse de la recomendación. Justificación Se ha formulado una recomendación de buenas prácticas clínicas a favor del uso de una línea de comunicación directa para prevenir descompensaciones durante la enfermedad aguda intercurrente en personas con DM1. El GAG ha considerado la magnitud de los efectos deseables e indeseables esperados como desconocida. La certeza global de la evidencia ha sido considerada muy baja. El GAG ha decidido formular esta consideración de buenas prácticas clínicas, basándose en la evidencia científica, para intentar favorecer la prevención de las descompensaciones durante la enfermedad aguda intercurrente en personas con DM1. De la evidencia a la recomendación En este apartado se presenta el contenido de la tabla de formulación de recomendaciones (Marco EtD). Para cada criterio se hace constar el juicio sobre el mismo, la evidencia procedente de la investigación, la información adicional recogida de las reuniones del GAG y las consideraciones que tuvieron en cuenta los miembros del mismo:"
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",a) ¿Es prioritario este problema?,,Probablemente sí.,"Las personas con DM1, especialmente niños/as y adolescentes, con un manejo glucémico dentro de objetivos no suelen experimentar mayor cantidad de enfermedades o infecciones intercurrentes que la población general. Sin embargo, procesos infecciosos o incluso las enfermedades infantiles habituales pueden hacer que el manejo de la diabetes sea más complejo, aumentando el riesgo de GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  212 complicaciones metabólicas como la hipoglucemia o la cetoacidosis diabética. Las enfermedades que cursan con fiebre tienden a incrementar la glucemia debido al nivel de hormonas de estrés, causando un aumento de la resistencia a la insulina y un aumento de la glucogenólisis y de la gluconeogénesis, con aumento de cuerpos cetónicos, lo cual incrementa el riesgo de cetoacidosis. Las enfermedades asociadas que cursan con vómitos y diarrea podrían contribuir a disminuir la glucosa en sangre y por tanto a un mayor riesgo de hipoglucemia (437,438).",
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",b) ¿Cuál es la magnitud de los efectos deseables esperados?,,Desconocido.,"Se consideró un solo estudio observacional realizado en personas con DM1 que eran seguidos habitualmente en un centro (435). El centro implementó una línea telefónica a disposición de las mismas para que consultaran durante intercurrencias médicas sobre el manejo y prevención de las complicaciones. El estudio trató de evaluar la asociación entre la decisión de acceder a esa línea telefónica de soporte y las admisiones por cetoacidosis. Las personas se dividieron en 4 grupos: A) Personas con DM1 de la clínica que no presentaron cetosis; B) Personas con DM1 de la clínica con cetosis y que accedieron a la línea telefónica de soporte; C) Personas con DM1 de la clínica que no accedieron a la línea de soporte telefónico y que consultaron al hospital por cuadro de cetoacidosis; D) Personas con DM1 que no acudían a la clínica (por lo que no tenían acceso a la línea de soporte telefónico) y que ingresaron al hospital por cuadros de cetoacidosis. El centro tenía en seguimiento 331 personas con DM1 de las cuales aquellas que accedieron a la línea telefónica de soporte durante una enfermedad intercurrente fueron 31, de las cuales 2 (6,5% pacientes) fueron admitidas por cetoacidosis, mientras que en el grupo de personas que eran seguidas habitualmente en el centro pero que no utilizaron la línea de soporte telefónico hubo 18 admisiones entre 15 personas admitidas (5%) (1,2 admisiones por persona) durante un periodo de seguimiento de 48 meses (enero de 2005 a diciembre de 2008). Al tratarse de un estudio observacional, no se puede valorar adecuadamente la intervención, ya que no se controlan factores de confusión, como por ejemplo, que lss personas con DM1 que decidieron acceder a la línea de soporte telefónico, sean más precavidos o tengan mayor contención familiar por su diabetes, además hay diferencias basales en la duración de la enfermedad en los grupos b (9,8±3,2 ) y c (6,8 ± 3,1) los cual podría tener GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 213 injerencia en el cuidado de la salud, así como también las estrategias de manejo de los niveles de glucemia como el uso o no de bomba de insulina.",
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",c) ¿Cuál es la magnitud de los efectos indeseables esperados?,,Desconocido.,No hay evidencia disponible,
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,,Muy baja.,El estudio considerado es de diseño observacional con importantes limitaciones metodológicas,
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",e) ¿Existe incertidumbre o variabilidad importante sobre cómo,,Probablemente no hay incertidumbre ni variabilidad importante.,No se encontró evidencia disponible,"El GAG, en base a su propio criterio, considera poco probable que exista variabilidad en cuanto a cómo las personas con DM1 valoran los desenlaces principales."
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?","f) El balance entre los efectos deseables e indeseables esperados,",,Desconocido.,No se encontró evidencia disponible,
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",g) ¿Cuál es la magnitud de los recursos requeridos (costes)?,,Costes moderados.,No se realizó una revisión de la evidencia disponible.,El GAG considera necesario tener a personal sanitario cualificado dedicado a esta tarea.
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",h) ¿Cuál es la certeza en torno a la evidencia sobre los recursos,,Ningún estudio incluido. GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  214,No se realizó una revisión de la evidencia disponible,
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?","i) El coste-efectividad de la intervención, ¿favorece a la",,Desconocido,No se realizó una revisión de la evidencia disponible,
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",j) ¿Cuál sería el impacto en la equidad en salud?,,Varía.,No se realizó una revisión de la evidencia disponible.,"El GAG considera que es probable que no todas las personas con DM1 tengan la posibilidad de acceder a una línea telefónica o telemática, o que la cobertura sea adecuada, especialmente en zonas rurales o con limitada infraestructura tecnológica, por lo que conviene reforzar la accesibilidad de estas herramientas."
diabetes.txt,8.2.1,"En personas con DM1, ¿debería usarse acceso telefónico directo para prevenir descompensaciones durante la enfermedad aguda intercurrente?",k) ¿Es aceptable la opción para los agentes implicados?,,Sí.,No se realizó una revisión de la evidencia disponible.,"El GAG considera que la aceptabilidad por parte de las personas con DM1 será buena y que la aceptabilidad por parte de los profesionales clínicos también lo será, siempre que no implique una mayor carga en su jornada y que se dediquen recursos específicos para desarrollar las nuevas actividades que impliquen la implementación de un servicio de atención telefónica directa."
